Date,Year,Month,Day,Weekday,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-03-27,2014,3,27,Thursday,79.9800033569336,78.75,79.87000274658203,1161500.0,74.93933868408203,0.007378696258028894,75.52588980538505,74.8023989868164
2014-03-28,2014,3,28,Friday,81.1500015258789,80.11000061035156,80.54000091552734,828100.0,75.56798553466797,0.008388742970312224,75.46245520455497,74.85099899291993
2014-03-31,2014,3,31,Monday,81.66999816894531,80.43000030517578,81.47000122070312,1112300.0,76.44055938720703,0.011546871950672166,75.47269657679966,74.90901245117188
2014-04-01,2014,4,1,Tuesday,82.18000030517578,81.3499984741211,81.87999725341797,1082800.0,76.82526397705078,0.0050327286054390186,75.51041684831891,74.98369232177734
2014-04-02,2014,4,2,Wednesday,82.58999633789062,81.79000091552734,82.29000091552734,2052700.0,77.20993041992188,0.005007030538626056,75.60298538208008,75.05877548217774
2014-04-03,2014,4,3,Thursday,84.2300033569336,82.33999633789062,84.12999725341797,2873800.0,78.93635559082031,0.02236014410981757,75.88229588099888,75.16857360839843
2014-04-04,2014,4,4,Friday,84.8499984741211,82.48999786376953,82.5999984741211,1570700.0,77.50080871582031,-0.018186130639744724,76.02435030256,75.26461578369141
2014-04-07,2014,4,7,Monday,82.48999786376953,80.75,81.2300033569336,1501600.0,76.21537780761719,-0.0165860321911806,76.02518408639091,75.36579376220703
2014-04-08,2014,4,8,Tuesday,81.6500015258789,80.41999816894531,81.26000213623047,1764700.0,76.2435302734375,0.00036938038792344585,76.04872403826032,75.46398300170898
2014-04-09,2014,4,9,Wednesday,82.16000366210938,80.91999816894531,82.0999984741211,1426000.0,77.03166198730469,0.010337030709893114,76.1232179914202,75.55699798583984
2014-04-10,2014,4,10,Thursday,82.20999908447266,79.43000030517578,79.63999938964844,1199800.0,74.72351837158203,-0.02996357025378804,76.06222152709961,75.61394485473633
2014-04-11,2014,4,11,Friday,80.02999877929688,79.05999755859375,79.36000061035156,1894000.0,74.4608154296875,-0.0035156661198442185,76.08594131469727,75.6424575805664
2014-04-14,2014,4,14,Monday,80.3499984741211,79.12999725341797,79.80000305175781,1572200.0,74.87366485595703,0.00554451927348798,76.09708895002093,75.68932189941407
2014-04-15,2014,4,15,Tuesday,80.06999969482422,77.38999938964844,79.56999969482422,2291100.0,74.65785217285156,-0.002882357682379433,76.11619022914341,75.75299377441407
2014-04-16,2014,4,16,Wednesday,80.25,78.27999877929688,79.05000305175781,2154800.0,74.16996002197266,-0.006535041347684567,76.06123461042132,75.80167343139648
2014-04-17,2014,4,17,Thursday,79.44999694824219,78.48999786376953,78.77999877929688,1337200.0,73.91661071777344,-0.0034157939969788886,75.94327926635742,75.84061233520508
2014-04-21,2014,4,21,Monday,79.7300033569336,78.80000305175781,79.4800033569336,2066800.0,74.57341766357422,0.008885782768214057,75.80991200038365,75.87006866455079
2014-04-22,2014,4,22,Tuesday,79.77999877929688,78.69999694824219,78.73999786376953,1729900.0,73.87907409667969,-0.009310872273910586,75.59946986607143,75.86283233642578
2014-04-23,2014,4,23,Wednesday,79.11000061035156,78.02999877929688,78.38999938964844,1904500.0,73.55071258544922,-0.004444580759103256,75.33809716360909,75.83052215576171
2014-04-24,2014,4,24,Thursday,80.77999877929688,76.88999938964844,77.87999725341797,4159700.0,73.07218170166016,-0.006506135249649936,74.91922760009766,75.77518188476563
2014-04-25,2014,4,25,Friday,78.44999694824219,76.66999816894531,76.72000122070312,2050600.0,71.98381042480469,-0.014894468065824062,74.52515629359654,75.70162582397461
2014-04-28,2014,4,28,Monday,77.30000305175781,75.77999877929688,76.83000183105469,2373700.0,72.0870132446289,0.0014336948713213893,74.23027311052594,75.5964859008789
2014-04-29,2014,4,29,Tuesday,78.2699966430664,76.9000015258789,77.9000015258789,1612400.0,73.09093475341797,0.01392652384393056,74.00508771623883,75.50020858764648
2014-04-30,2014,4,30,Wednesday,78.0199966430664,77.29000091552734,77.75,1116900.0,72.95020294189453,-0.0019254345562581543,73.71355492728097,75.41476257324219
2014-05-01,2014,5,1,Thursday,77.94000244140625,77.12000274658203,77.43000030517578,1164300.0,72.64997863769531,-0.004115469074683076,73.56544494628906,75.34163162231445
2014-05-02,2014,5,2,Friday,78.02999877929688,77.26000213623047,77.81999969482422,1057400.0,73.01587677001953,0.00503645202910441,73.46223504202706,75.25693817138672
2014-05-05,2014,5,5,Monday,78.93000030517578,77.31999969482422,78.83000183105469,1700600.0,73.96353149414062,0.012978748815219321,73.39722551618304,75.2014794921875
2014-05-06,2014,5,6,Tuesday,79.43000030517578,78.45999908447266,79.04000091552734,1701800.0,74.16057586669922,0.002664074694354035,73.3617057800293,75.14042816162109
2014-05-07,2014,5,7,Wednesday,79.4800033569336,78.41000366210938,79.41999816894531,1261700.0,74.5171127319336,0.0048076334503555085,73.38650240216937,75.10557434082031
2014-05-08,2014,5,8,Thursday,80.41999816894531,79.3499984741211,80.04000091552734,1562800.0,75.0988540649414,0.007806815262697553,73.47094835553851,75.09095504760742
2014-05-09,2014,5,9,Friday,80.62999725341797,79.41000366210938,80.62000274658203,1263500.0,75.6430435180664,0.007246308347853336,73.54735020228794,75.08647171020507
2014-05-12,2014,5,12,Monday,81.38999938964844,80.56999969482422,81.0999984741211,1307700.0,76.09339904785156,0.005953693939847904,73.7055162702288,75.10837982177735
2014-05-13,2014,5,13,Tuesday,81.44000244140625,80.33000183105469,80.3499984741211,1379100.0,75.38969421386719,-0.009247909053738623,73.83687210083008,75.12256988525391
2014-05-14,2014,5,14,Wednesday,80.22000122070312,79.29000091552734,80.11000061035156,1688100.0,75.16451263427734,-0.0029869013522065835,73.98632431030273,75.09543045043945
2014-05-15,2014,5,15,Thursday,79.80000305175781,78.8499984741211,79.12000274658203,1254200.0,74.23561096191406,-0.012358247792850996,74.14716720581055,75.06448059082031
2014-05-16,2014,5,16,Friday,80.12999725341797,78.88999938964844,80.0999984741211,1420400.0,75.1551513671875,0.01238678301907159,74.36631992885044,75.05435134887695
2014-05-19,2014,5,19,Monday,80.36000061035156,79.45999908447266,80.0999984741211,949600.0,75.1551513671875,0.0,74.51376397269112,75.03132385253906
2014-05-20,2014,5,20,Tuesday,80.55000305175781,79.69999694824219,80.05000305175781,1498200.0,75.10820770263672,-0.0006246233783953059,74.667907169887,75.00436660766601
2014-05-21,2014,5,21,Wednesday,80.41999816894531,79.94000244140625,80.37000274658203,701600.0,75.40848541259766,0.003997934701754247,74.8649433680943,74.98659271240234
2014-05-22,2014,5,22,Thursday,80.62999725341797,79.91000366210938,80.58999633789062,853200.0,75.61488342285156,0.0027370661156314036,75.05058670043945,74.97294677734375
2014-05-23,2014,5,23,Friday,80.58000183105469,80.12000274658203,80.2699966430664,632500.0,75.31464385986328,-0.003970641088068438,75.1470947265625,74.9609602355957
2014-05-27,2014,5,27,Tuesday,80.4800033569336,79.95999908447266,80.36000061035156,732900.0,75.3990707397461,0.0011209889014400787,75.23555864606585,74.96842147827148
2014-05-28,2014,5,28,Wednesday,83.86000061035156,81.61000061035156,82.63999938964844,5573000.0,77.53832244873047,0.02837238825354227,75.45135934012276,75.00894699096679
2014-05-29,2014,5,29,Thursday,83.9000015258789,83.0,83.88999938964844,1452900.0,78.71115112304688,0.015125793765939477,75.70938055855888,75.05909591674805
2014-05-30,2014,5,30,Friday,85.61000061035156,83.12000274658203,84.48999786376953,3349500.0,79.2741470336914,0.007152682975813951,75.96874509538922,75.12629943847656
2014-06-02,2014,6,2,Monday,85.08999633789062,84.19999694824219,84.83000183105469,1177600.0,79.59312438964844,0.004023724857253441,76.21872547694615,75.1983869934082
2014-06-03,2014,6,3,Tuesday,85.76000213623047,84.4000015258789,85.45999908447266,1687400.0,80.18423461914062,0.007426649399995933,76.5611926487514,75.29052230834961
2014-06-04,2014,6,4,Wednesday,86.08000183105469,85.08999633789062,85.52999877929688,2348000.0,80.24992370605469,0.0008192269618345627,76.9244362967355,75.4129460144043
2014-06-05,2014,6,5,Thursday,85.94999694824219,85.23999786376953,85.77999877929688,1083800.0,80.48450469970703,0.0029231304257881785,77.370785849435,75.52828414916992
2014-06-06,2014,6,6,Friday,86.12000274658203,85.2699966430664,85.55999755859375,1318400.0,80.2780532836914,-0.0025651076165021935,77.73670741489956,75.64603652954102
2014-06-09,2014,6,9,Monday,85.56999969482422,84.9800033569336,85.5,1051800.0,80.22175598144531,-0.0007012788669295,78.0986077444894,75.75168487548828
2014-06-10,2014,6,10,Tuesday,85.73999786376953,84.68000030517578,85.0999984741211,1003500.0,79.84646606445312,-0.004678156347998508,78.43705477033343,75.83725448608398
2014-06-11,2014,6,11,Wednesday,85.27999877929688,84.44999694824219,84.76000213623047,979600.0,79.52745819091797,-0.003995266030655031,78.73126711164203,75.8989924621582
2014-06-12,2014,6,12,Thursday,84.81999969482422,83.51000213623047,83.77999877929688,1539100.0,78.60794830322266,-0.0115621686976074,78.94505746023995,75.93464614868164
2014-06-13,2014,6,13,Friday,84.02999877929688,83.27999877929688,83.44000244140625,977100.0,78.28895568847656,-0.004058019852084316,79.15750830514091,75.95622665405273
2014-06-16,2014,6,16,Monday,86.5199966430664,83.97000122070312,84.61000061035156,2338600.0,79.38671875,0.014021940283525991,79.44234030587333,75.96523391723633
2014-06-17,2014,6,17,Tuesday,84.43000030517578,83.66000366210938,83.80000305175781,1152600.0,78.626708984375,-0.009573512768784154,79.52008220127651,75.98775192260742
2014-06-18,2014,6,18,Wednesday,84.47000122070312,83.5199966430664,84.43000030517578,935800.0,79.21783447265625,0.0075181257859682216,79.55627386910575,76.04780105590821
2014-06-19,2014,6,19,Thursday,85.66999816894531,84.5999984741211,85.63999938964844,1298300.0,80.35311126708984,0.014331075849156827,79.63334274291992,76.12999267578125
2014-06-20,2014,6,20,Friday,86.93000030517578,86.01000213623047,86.08000183105469,2118800.0,80.7659683227539,0.0051380344725140414,79.71711730957031,76.20467880249024
2014-06-23,2014,6,23,Monday,86.25,85.1500015258789,85.26000213623047,890600.0,79.99659729003906,-0.009525930892579804,79.70371464320591,76.31014038085938
2014-06-24,2014,6,24,Tuesday,85.58999633789062,84.66000366210938,84.7300033569336,694400.0,79.49932098388672,-0.006216218226750336,79.65010016305106,76.41091049194335
2014-06-25,2014,6,25,Wednesday,85.6500015258789,85.08999633789062,85.5,1034700.0,80.22175598144531,0.009087310289166206,79.63133239746094,76.51787231445313
2014-06-26,2014,6,26,Thursday,85.2300033569336,84.55000305175781,84.61000061035156,1083900.0,79.67091369628906,-0.006866494985271254,79.58796528407505,76.61813354492188
2014-06-27,2014,6,27,Friday,84.8499984741211,83.80999755859375,83.97000122070312,1642200.0,79.06829071044922,-0.007563902030006675,79.50557490757534,76.7161001586914
2014-06-30,2014,6,30,Monday,84.48999786376953,83.9000015258789,84.31999969482422,1586800.0,79.39783477783203,0.004167841045022991,79.47352981567383,76.82572463989258
2014-07-01,2014,7,1,Tuesday,85.88999938964844,84.72000122070312,85.5,1178400.0,80.50896453857422,0.013994459217323785,79.543637411935,76.94443557739258
2014-07-02,2014,7,2,Wednesday,85.5999984741211,84.88999938964844,85.4000015258789,653300.0,80.4148178100586,-0.0011693943532278261,79.67269951956612,77.07515045166015
2014-07-03,2014,7,3,Thursday,85.72000122070312,85.11000061035156,85.62999725341797,443400.0,80.63139343261719,0.002693230283380643,79.84001650129046,77.21676406860351
2014-07-07,2014,7,7,Monday,85.91000366210938,85.0,85.55999755859375,789700.0,80.56546783447266,-0.0008176170017404338,79.92421286446708,77.36662979125977
2014-07-08,2014,7,8,Tuesday,85.47000122070312,83.8499984741211,83.93000030517578,1326400.0,79.03063201904297,-0.019050790080225366,79.9530645098005,77.50756622314454
2014-07-09,2014,7,9,Wednesday,84.29000091552734,83.5199966430664,83.9800033569336,951800.0,79.07769775390625,0.0005955378776667519,79.9430547441755,77.64737991333008
2014-07-10,2014,7,10,Thursday,83.91000366210938,82.68000030517578,83.68000030517578,1088800.0,78.79520416259766,-0.003572354776788411,79.8317756652832,77.76146530151367
2014-07-11,2014,7,11,Friday,84.05000305175781,83.45999908447266,84.0199966430664,562700.0,79.11536407470703,0.004063190336415667,79.71387536185128,77.88476852416993
2014-07-14,2014,7,14,Monday,84.48999786376953,83.2300033569336,83.44999694824219,1232800.0,78.57864379882812,-0.006784020805011948,79.61259296962193,78.00334182739257
2014-07-15,2014,7,15,Tuesday,84.0,81.86000061035156,82.73999786376953,1787400.0,77.91009521484375,-0.008508018867008582,79.49907684326172,78.10122619628906
2014-07-16,2014,7,16,Wednesday,83.23999786376953,82.13999938964844,82.29000091552734,1295400.0,77.48636627197266,-0.005438691118302752,79.30369186401367,78.1716828918457
2014-07-17,2014,7,17,Thursday,82.79000091552734,81.16999816894531,81.70999908447266,1877100.0,76.94021606445312,-0.007048339389184588,79.10864203316825,78.22727569580078
2014-07-18,2014,7,18,Friday,82.83999633789062,81.0,82.16000366210938,1411700.0,77.36395263671875,0.005507348353566588,78.98690359933036,78.28421249389649
2014-07-21,2014,7,21,Monday,82.22000122070312,81.20999908447266,81.58999633789062,1461000.0,76.82722473144531,-0.006937700143033965,78.80328859601703,78.31877990722656
2014-07-22,2014,7,22,Tuesday,82.37999725341797,81.62999725341797,81.88999938964844,1112000.0,77.10968780517578,0.003676601292287085,78.56048311506,78.34811279296875
2014-07-23,2014,7,23,Wednesday,82.41000366210938,81.62000274658203,81.80999755859375,1429400.0,77.03437042236328,-0.0009767564226533798,78.31902258736747,78.36693222045898
2014-07-24,2014,7,24,Thursday,81.87999725341797,80.55000305175781,80.79000091552734,4129400.0,76.07391357421875,-0.012467900274624744,77.99348831176758,78.38061660766601
2014-07-25,2014,7,25,Friday,81.0999984741211,80.11000061035156,80.44000244140625,1730400.0,75.7443618774414,-0.004331993469165019,77.64912360055106,78.3922135925293
2014-07-28,2014,7,28,Monday,80.52999877929688,79.80000305175781,80.08999633789062,2007100.0,75.4147720336914,-0.004351344913081423,77.39084788731166,78.41579681396485
2014-07-29,2014,7,29,Tuesday,80.62999725341797,79.94000244140625,80.22000122070312,1542400.0,75.53718566894531,0.001623205002850403,77.13795416695731,78.4234375
2014-07-30,2014,7,30,Wednesday,80.79000091552734,80.08999633789062,80.41000366210938,1233600.0,75.71610260009766,0.0023685940847264497,76.91801834106445,78.43465652465821
2014-07-31,2014,7,31,Thursday,80.54000091552734,79.69999694824219,79.7699966430664,2000500.0,75.11344146728516,-0.007959484338430856,76.6321667262486,78.43476119995117
2014-08-01,2014,8,1,Friday,80.26000213623047,79.02999877929688,80.0,1924800.0,75.33002471923828,0.002883415374430154,76.4001225062779,78.43319198608398
2014-08-04,2014,8,4,Monday,80.76000213623047,79.73999786376953,80.58000183105469,1183500.0,75.87618255615234,0.007250201217239072,76.25484303065709,78.43841796875
2014-08-05,2014,8,5,Tuesday,80.75,79.75,79.98999786376953,1350100.0,75.32060241699219,-0.007322194138443927,76.1001456124442,78.43853713989257
2014-08-06,2014,8,6,Wednesday,80.19999694824219,79.38999938964844,79.81999969482422,1406600.0,75.16053771972656,-0.002125111750692965,75.97302573067802,78.43376647949219
2014-08-07,2014,8,7,Thursday,80.12999725341797,78.97000122070312,79.25,1840800.0,74.62380981445312,-0.0071410865536233326,75.77730124337333,78.37547622680664
2014-08-08,2014,8,8,Friday,79.94999694824219,78.91000366210938,79.80999755859375,1133600.0,75.15111541748047,0.007066184430122968,75.6575791495187,78.30427551269531
2014-08-11,2014,8,11,Monday,80.12999725341797,79.4800033569336,79.55000305175781,739600.0,74.90630340576172,-0.0032575965154844067,75.50019454956055,78.21691864013673
2014-08-12,2014,8,12,Tuesday,80.0199966430664,79.43000030517578,79.58999633789062,1442800.0,74.94396209716797,0.0005027439573710435,75.35087966918945,78.12393539428712
2014-08-13,2014,8,13,Wednesday,80.80000305175781,79.88999938964844,80.75,1629500.0,76.03623962402344,0.014574590084245775,75.34818867274693,78.04097549438477
2014-08-14,2014,8,14,Thursday,81.37999725341797,80.55000305175781,80.91999816894531,1093000.0,76.1963119506836,0.0021052109816537268,75.38047082083565,77.95990325927734
2014-08-15,2014,8,15,Friday,81.22000122070312,79.77999877929688,80.47000122070312,907200.0,75.77259063720703,-0.005560916304594987,75.40602929251534,77.86566497802734
2014-08-18,2014,8,18,Monday,81.37000274658203,80.7300033569336,81.31999969482422,743300.0,76.5729751586914,0.010562982138442978,75.48001425606864,77.79156341552735
2014-08-19,2014,8,19,Tuesday,82.0199966430664,81.08000183105469,81.9800033569336,944100.0,77.19444274902344,0.008116017289965471,75.5856099809919,77.73101715087891
2014-08-20,2014,8,20,Wednesday,82.01000213623047,81.30000305175781,81.88999938964844,829700.0,77.10968780517578,-0.0010979410023492786,75.72819900512695,77.67628158569336
2014-08-21,2014,8,21,Thursday,82.94999694824219,81.69999694824219,82.9000015258789,1307400.0,78.06074523925781,0.012333825504325269,75.92325047084263,77.64694732666015
2014-08-22,2014,8,22,Friday,82.79000091552734,82.02999877929688,82.13999938964844,977000.0,77.3450927734375,-0.009167891795380911,76.02817262922015,77.62169021606445
2014-08-25,2014,8,25,Monday,82.98999786376953,82.30000305175781,82.93000030517578,1065000.0,78.0889892578125,0.009617888578323353,76.22591454642159,77.61769088745118
2014-08-26,2014,8,26,Tuesday,83.08999633789062,82.0999984741211,82.8499984741211,1771400.0,78.01365661621094,-0.0009647024800494286,76.42970875331334,77.59022964477539
2014-08-27,2014,8,27,Wednesday,82.83000183105469,82.13999938964844,82.33000183105469,592600.0,77.52401733398438,-0.006276327805468052,76.63686643327985,77.56817581176757
2014-08-28,2014,8,28,Thursday,82.69999694824219,81.88999938964844,82.66999816894531,764300.0,77.84416198730469,0.0041296189791233395,76.82922690255302,77.54070236206054
2014-08-29,2014,8,29,Friday,83.4800033569336,82.56999969482422,83.30999755859375,1136300.0,78.44682312011719,0.007741892486565538,77.08212116786412,77.5025765991211
2014-09-02,2014,9,2,Tuesday,83.61000061035156,82.76000213623047,83.12000274658203,1073100.0,78.26791381835938,-0.002280644322382175,77.31954629080636,77.45261550903321
2014-09-03,2014,9,3,Wednesday,83.73999786376953,83.22000122070312,83.51000213623047,1006200.0,78.6351547241211,0.004692100349243944,77.50518308367047,77.42538665771484
